"artist","bdp","bdp_s","beg","beg_s","bsp","bsp_s","cdp","cdp_s","csp","csp_s","ddp","ddp_s","dsp","dsp_s","edp","edp_s","esp","esp_s","konami_id","sa4_id","title"
"J-Mi & Midi-D","5","0","2","0","4","0","-1","0","-1","0","8","0","8","0","11","0","12","0","blI8D10Q1IDQ8Q19bi0IDlD80oD0bloi","445","Wings of an Angel (Fly With Me)"
"Dormir","5","0","2","0","5","0","-1","0","-1","0","8","0","7","0","10","0","10","0","PbQ8Q9ol09I18IIb0d6iO8i9ODID10iO","446","Resurrection"
"Philip Webb","8","0","3","0","4","0","-1","0","-1","0","10","0","9","0","13","0","12","0","89O8qIII0QPO0Q0l10P6dl19PlQ9d0oO","447","Until the End"
"TAG","7","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","1l8ibdlb0O0q00o6l9Pq1ibdbIQqqOb1","448","HEART BEAT FORMULA"
"L.E.D.-G","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","14","0","14","0","DI91q6O00bliOldqO6DqDdqib86iqPPP","449","NEPHILIM DELTA"
"kors k","6","0","3","0","6","0","10","0","10","0","9","0","9","0","12","0","12","0","qoDOoP99lq8bd19iqiloObQDqD8QbOq0","450","SigSig"
"dj TAKA feat.flare","3","0","1","0","5","0","-1","0","-1","0","7","0","7","0","11","0","11","0","1OlD9Iqb9Oqol09dDi6iiQ9Iod1oP0il","451","message"
"TЁЯRA","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","12","0","12","0","OQbPdOIo6dPPIq6d8qid6DbPP0q991i6","452","天上の星〜黎明記〜"
"ギラギラメガネ団","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","13","0","13","0","oQ9QDQ6I9oo9DP8Oi86id61o9Pbbl9bD","453","繚乱ヒットチャート"
"あさき","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","oQ8oqddQOObiq0ldo68i1d6o1IidObi6","454","雫"
"jun","4","0","1","0","4","0","11","0","10","0","8","0","7","0","11","0","11","0","lo6bOoq86d9od6qQ9PiPibOioOQb96lP","455","TWINKLE&#9825;HEART"
"TAG","6","0","3","0","6","0","13","0","13","0","8","0","8","0","12","0","11","0","8bQQ0lP96186D8Ibo8IoOd6o16qioiIo","456","アルストロメリア (walk with you remix)"
"DJ YOSHITAKA","6","0","3","0","7","0","15","0","15","0","9","0","10","0","13","0","13","0","q08PbOPPbPobob0OII096bP9iil9908D","457","FLOWER"
"jun","9","0","4","0","8","0","-1","0","-1","0","12","0","11","0","15","0","15","0","Q6ql0lOOdq90DI1PqO1bd10bP0Oi8Q0Q","458","SILVER☆DREAM"
"NAOKI underground","10","0","9","0","11","0","-1","0","-1","0","12","0","13","0","15","0","15","0","ldDD06dIQ0qQPD9OI88P90OOi0bQPD1O","459","osaka EVOLVED -毎度、おおきに！- (TYPE1)"
"NAOKI underground","10","0","9","0","11","0","-1","0","-1","0","12","0","13","0","15","0","15","0","8006PP188Qldob68ld6OPqlbl1biod6D","460","osaka EVOLVED -毎度、おおきに！- (TYPE2)"
"NAOKI underground","10","0","9","0","11","0","-1","0","-1","0","12","0","13","0","15","0","15","0","di088lOPlqQ1OoQIbilI1P0q119i8o9O","461","osaka EVOLVED -毎度、おおきに！- (TYPE3)"
"NAOKI underground","9","0","6","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","DIDd9l0dbi1QdQ89I6Do9bolDqdb1dPO","462","tokyoEVOLVED (TYPE1)"
"NAOKI underground","9","0","6","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","i0b0118q8D1QlQbIbli0P0IQ0QP08QdO","463","tokyoEVOLVED (TYPE2)"
"NAOKI underground","9","0","6","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","6OOd69q0oP8iblIIb08OQO9dq9oIq8i6","464","tokyoEVOLVED (TYPE3)"
"NC underground","8","0","4","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","II68b0dooOIOlOiq0iQO18blDd6b9O9D","465","New York EVOLVED (Type A)"
"NC underground","8","0","4","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","61P0I66id16QIi08Q1918PlldOOiooql","466","New York EVOLVED (Type B)"
"NC underground","8","0","4","0","9","0","-1","0","-1","0","13","0","13","0","16","0","16","0","Od8ld9bQQPDddIqDQ1PloOOdQ0IQo0O9","467","New York EVOLVED (Type C)"
"TAG underground","8","0","5","0","8","0","17","0","17","0","11","0","11","0","14","0","14","0","D6IQ1O1D00D1o8IQq0O9qqIibqDiiO0i","468","London EVOLVED ver.A"
"TAG underground","8","0","5","0","8","0","17","0","17","0","11","0","11","0","14","0","14","0","OlDo09P8l0d6d80i8qD0qQddbi0QQD8b","469","London EVOLVED ver.B"
"TAG underground","8","0","5","0","8","0","17","0","17","0","11","0","11","0","14","0","14","0","09looidO89Q9DiDdqQiDPlIQDoiobobQ","470","London EVOLVED ver.C"
"2.1MB underground","10","0","6","0","10","0","18","0","18","0","14","0","14","0","17","0","17","0","OddDoQ6dqi0QdQDDOO6qlO08d8bPbli1","471","Tohoku EVOLVED"
"BUS STOP ft. CARL DOUGLAS","5","0","2","0","4","0","10","0","10","0","6","0","5","0","7","0","6","0","1IbDP96O99Ob10PoPdP98IDqibqo9lqI","472","KUNG FU FIGHTING"
"Juliet Roberts","5","0","2","0","4","0","11","0","11","0","7","0","6","0","8","0","8","0","qoIDP9I968q8do0d6d6lQDIi8biPIoi1","473","BAD GIRLS"
"King Kong & D.Jungle Girls","5","0","2","0","4","0","11","0","11","0","7","0","7","0","10","0","9","0","9Do1l69IiP98IO91bd86oIIoQqQI9QPb","474","Boom Boom Dollar (Red Monster Mix)"
"JS16","7","0","3","0","7","0","13","0","11","0","8","0","8","0","9","0","10","0","O6DPoIoQibQO1iD6I0DDDbbddDOi9QDq","475","stomp to my beat"
"mitsu-O!SUMMER","7","0","2","0","7","0","12","0","12","0","9","0","8","0","11","0","10","0","9qP16D6l11i9P1lQ0b1DIqoOqqiIQDl9","476","MAKE IT BETTER (So-REAL Mix)"
"UZI-LAY","7","0","2","0","6","0","11","0","11","0","8","0","7","0","11","0","9","0","IQqOIb6ob8bIbOII66ID0oIQDPl6bdbb","477","PUT YOUR FAITH IN ME (Jazzy Groove)"
"NM","6","0","1","0","5","0","-1","0","-1","0","7","0","7","0","11","0","10","0","6dqPOId9Od11Il90QO0q9iQI6d68IolD","478","LOVE IS THE POWER -Re:born-"
"CLIMAX of MAXX 360","10","0","6","0","10","0","19","0","19","0","14","0","14","0","18","0","18","0","606b9d6OiliId69bO9Odi6qq8o8Qd0dq","479","PARANOiA Revolution"
"DE-JAVU","9","0","4","0","9","0","18","0","18","0","12","0","12","0","17","0","16","0","8O6b1D9PDO0ll1IO9d1ODDPPo0QPQbob","480","TRIP MACHINE EVOLUTION"
"TAG underground","6","0","3","0","7","0","16","0","16","0","9","0","10","0","13","0","13","0","O0Id19qQlDibiDdIP90o81bOo16qbQ0o","481","REVOLUTIONARY ADDICT"
"NMR","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","14","0","14","0","88o0qb8Ii1ldPlDQQdoq90dOd0PoO99d","482","KEEP ON MOVIN' (Y&amp;Co. DJ BOSS remix)"
"UZI-LAY","5","0","1","0","5","0","-1","0","-1","0","9","0","8","0","13","0","13","0","bllQi9boq8qobOQDOD6QDio9lii8109i","483","PUT YOUR FAITH IN ME (DA's Twinkly Disco Remix)"
"DE-SIRE","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","l9OQPi0do19dQPO8ilq0QDbll8P8Ib6O","484","TRIP MACHINE (xac nanoglide mix)"
"U1 overground","8","0","6","0","8","0","18","0","18","0","11","0","12","0","15","0","15","0","11dQb0qIdbO098ObDqOQQ8Ili9Il0lOd","485","Go For The Top"
"NAOKI","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","6l0iQ18D0I00P89lIqI8bl9biIOi018O","486","BRILLIANT 2U (AKBK MIX)"
"180","9","0","4","0","9","0","-1","0","-1","0","13","0","13","0","17","0","17","0","dQPPd10QO9d8IiOiIi8iDD1Qdq8lQli0","487","PARANOiA (kskst mix)"
"Qrispy Joybox","6","0","3","0","6","0","16","0","16","0","9","0","9","0","12","0","12","0","OQbdD9iD898Q01oIddDliq8q9D1QlQ1I","488","snow prism"
"PON","6","0","3","0","6","0","15","0","15","0","9","0","9","0","12","0","12","0","bo9l0Dl0PbqQQQ16Qq6bOOi68o0996Pq","489","紅焔"
"TAG","6","0","3","0","6","0","15","0","15","0","9","0","9","0","13","0","13","0","dO9b8Id9QQ8DOO69Q0lqi6O9QlDPIPl9","490","Cosmic Hurricane"
"2B-Waves","6","0","2","0","6","0","15","0","15","0","8","0","8","0","11","0","11","0","lOb8O16P9P81olPdI1o1Dl9I6QQoIqIP","491","恋閃繚乱"
"world sequence","5","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","12","0","diDO6qoqo9li6qDdidDiqO9bi8lOP8ib","492","Qipch&#x101;q"
"S-C-U","6","0","3","0","6","0","13","0","13","0","9","0","9","0","12","0","12","0","DibOOIOD1id66O0DqOQ61O6I9bIIQQ0q","493","heron"
"猫叉Master+","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","ib0l98Q00O1Do9oQq1IQOOqQOOb80bIo","494","nightbird lost wing"
"日向美ビタースイーツ♪","6","0","3","0","6","0","15","0","16","0","9","0","9","0","12","0","12","0","db1DlQ9qqI8PiqPD6q88O1P8PDbP11dq","495","めうめうぺったんたん！！"
"Wall5","5","0","2","0","5","0","11","0","10","0","8","0","8","0","10","0","10","0","i86bPlP6ioldqb1OqPqidboqqQ8dQqdl","496","south"
"Starving Trancer","6","0","3","0","6","0","14","0","14","0","9","0","9","0","12","0","12","0","PdqQ0oO8lIOi800i69I9100olb9Q6D8Q","497","New Gravity"
"Remo-con","6","0","2","0","6","0","15","0","15","0","9","0","9","0","13","0","13","0","1Ol1i86OQd61IlqPb9O1060l0OQDoDQI","498","Condor"
"Tatsh","6","0","3","0","6","0","13","0","13","0","9","0","9","0","11","0","11","0","I81iP0Io9o1l9li0Iq99P1091O8DoDOd","499","WILD SIDE"
"REDALiCE feat. anporin","7","0","3","0","7","0","15","0","15","0","9","0","9","0","12","0","12","0","d18DI8bO1lql60Ol1dqQlI8qIobl191P","500","Beautiful Dream"
"矢鴇つかさ feat. 三澤秋","8","0","3","0","8","0","16","0","15","0","11","0","11","0","14","0","13","0","oDD1DQ161816dd9Dl8IioOoi9OQdO01O","501","Straight Oath"
"DJ UTO vs. Starving Trancer feat. Mayumi Morinaga","7","0","1","0","7","0","15","0","15","0","10","0","9","0","12","0","12","0","80d8obPdlobP9qlqiDb01999o01q6DdP","502","ずっとみつめていて (Ryu☆Remix)"
"ALTIMA","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","b1b966I1PQ6Qo6bdI6i9i1D1bqdd188i","503","Burst The Gravity"
"Royz","5","0","2","0","5","0","12","0","13","0","8","0","8","0","11","0","10","0","oQPdiPPdQO1Ob6DqDi0l0q0PDP06QlO0","504","Starry HEAVEN"
"高取ヒデアキ","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","11","0","11","0","PPDQloDPD9l1dOd6DOi8Oq8IIob9IPO1","505","折れないハート"
"nc ft SAK.","6","0","3","0","7","0","-1","0","-1","0","10","0","10","0","12","0","12","0","liiPP608Oqbbb1Do88DPolOlQiq0Di60","506","Find The Way"
"jun feat. DJ Silver vs Milo ft. Becca Hossany","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","10","0","10","0","bqqIiO96di90bdP0QD1biD8DoDQIddOD","507","Back In Your Arms"
"Tommie Sunshine","5","0","1","0","5","0","-1","0","-1","0","7","0","7","0","11","0","12","0","Ilqd06QqoQd9IlQobq9idPqb1111Q96b","508","Ah La La La"
"Harmony Machine","5","0","1","0","4","0","-1","0","-1","0","8","0","7","0","11","0","11","0","P8od0Q9DO8i9dl881oPQQIOIIq1Q9Oi9","509","Sucka Luva"
"Jena Rose","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","18ibQ9qbqOI91Q1iiiOd990OPo1q1dPI","510","Bombay Bomb"
"Bill Hamel & Derek James feat. James Rowand","5","0","2","0","5","0","-1","0","-1","0","7","0","7","0","11","0","12","0","Oo9O18oqOi9DIoOoqb9IqQDo0dbdqP9q","511","Hoping To Be Good"
"NM feat. Anjanette Mickelsen","3","0","1","0","3","0","-1","0","-1","0","6","0","6","0","10","0","10","0","D0qloQo0bQliQqooQ609IP8i09old99D","512","You"
"Brooke","4","0","1","0","4","0","-1","0","-1","0","6","0","6","0","9","0","9","0","81O10b1Oob9blo0888PQbd1I6bP0b8q9","513","Everything I Need"
"Harmony Machine","7","0","3","0","7","0","13","0","12","0","9","0","9","0","10","0","11","0","dd80OooqdOIi9O60i91PDdIPIbIiiD66","514","Children of the Beat"
"atomsoak ft. cerol","5","0","2","0","5","0","14","0","14","0","9","0","9","0","11","0","12","0","6loP1dbiOq0Q8i9QQOI6o0iOO6bdIQOO","515","Tell me what to do"
"TOMOSUKE feat. Alexa Slaymaker","5","0","3","0","5","0","14","0","14","0","8","0","8","0","11","0","12","0","QD6b8i08P1IQloIPOPiqlIPoDlPi9DPI","516","Diamond Night"
"Design-MAD crew","5","0","2","0","5","0","14","0","14","0","7","0","7","0","9","0","9","0","i90o9Q0D91bb0Q6qIQ1OiDqqiPPP98oI","517","Summer Fairytale"
"TAG feat. Eric Anthony","4","0","1","0","3","0","13","0","13","0","7","0","7","0","9","0","9","0","8Pl1i1o0O6oIio0b681qOoDOQdPPOObb","518","The Island Song"
"J-Mi and Midi-D feat. Hanna Stockzell","5","0","3","0","5","0","14","0","14","0","8","0","8","0","12","0","12","0","l9i996ld6PbbiO1911OoOI8lIPQ06ID8","519","Top The Charts"
"trance star","4","0","2","0","4","0","14","0","14","0","7","0","7","0","12","0","12","0","i19IOi90Dq90ll989iIdOP9diodqi968","520","Confession"
"Black Rose Garden","4","0","1","0","4","0","15","0","15","0","7","0","7","0","12","0","12","0","1iIoi89doDiQoo8o0ddl9PQdQP0Ili8O","521","THE REASON"
"DIGI-SEQ-BAND2000","6","0","3","0","6","0","16","0","16","0","10","0","10","0","13","0","13","0","60dq6Plo0do9iQOl6ql111P9OPd9i01l","522","Somehow You Found Me"
"dj TAKA","5","0","3","0","5","0","15","0","15","0","8","0","8","0","12","0","12","0","PI1DiP0bIi8PodP6O1i8P0P1i8iI1oD8","523","Desert Journey"
"U1 & Krystal B","5","0","3","0","5","0","14","0","13","0","8","0","8","0","10","0","10","0","odQbP0bQqD89PolQ96II0PiqQQIddPi6","524","escape"
"kors k","7","0","3","0","6","0","16","0","16","0","10","0","9","0","13","0","13","0","bD1DbibPIq9IIlQd0OIIl0o91QI1il69","525","Monkey Business"
"TAG","7","0","4","0","7","0","15","0","16","0","11","0","11","0","15","0","15","0","9O1O0o8O1qbQ08Q961Ib1iOIDPQid109","526","Another Phase"
"Mutsuhiko Izumi & S-C-U","7","0","2","0","7","0","-1","0","-1","0","11","0","10","0","13","0","13","0","0bDqIO9Q0PPIPlPll1D8Pbol9O6DlPdb","527","ラキラキ"
"TOMOSUKE × seiya-murai feat. ALT","7","0","4","0","7","0","-1","0","-1","0","9","0","9","0","11","0","12","0","I8diIQiPO90qDD60oQ0o669I99dI69DD","528","晴天Bon Voyage"
"MAX MAXIMIZER VS DJ TOTTO","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","16","0","15","0","oo6iiQQbqQ98D9oP6OQPibIqIPd66Qb0","529","STULTI"
"Akhuta y OJ","5","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","Dl690bPIlIq0Ol1PdPbb9QO0I66lIqO0","530","虹色の花"
"大日本鉄倶楽部【あさき＆96】","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","9I00D9Id61iD6QP8i8Dd6698PoQ9bdi9","531","お米の美味しい炊き方、そしてお米を食べることによるその効果。"
"PON+wac","8","0","2","0","8","0","-1","0","-1","0","10","0","10","0","14","0","13","0","9obIQOP8O1l0PQ0Oi1oPQI198o0Pd81o","532","創世ノート"
"TAG×U1-ASAMi","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","b9IoO68b1Qd9I6O8qqoo6q1o8DQ8l9lo","533","Synergy For Angels"
"Sota÷Des","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","1i10oIqlooQbOqO9qiodbIliilP1I06b","534","Empathetic"
"猫叉L.E.D.Master+","10","0","3","0","10","0","-1","0","-1","0","13","0","13","0","16","0","16","0","idIibqoooOlQ1DId8lOidd6il0bdoql8","535","GAIA"
"dj TAKA meets DJ YOSHITAKA","11","0","8","0","11","0","18","0","18","0","14","0","14","0","17","0","17","0","OiIOPd80d9PQQIbidO6ObioboO88OD9l","536","Elemental Creation"
"Royz","4","0","2","0","4","0","14","0","14","0","8","0","8","0","12","0","12","0","o81iq91q6lI6OODP9Pb9OboDlQD9Q08d","537","ACROSS WORLD"
"Darwin","9","0","3","0","9","0","17","0","18","0","11","0","11","0","15","0","15","0","6obQo6d0oQ6QoQql0I60b81IO8IOl1IO","538","Air Heroes"
"Royz","6","0","2","0","4","0","14","0","14","0","8","0","8","0","11","0","11","0","bQI1dIlIObIIQood96O9q9iO8li11OO9","539","JOKER"
"Risk Junk","6","0","3","0","4","0","-1","0","-1","0","9","0","9","0","13","0","13","0","6qOIDDb9libIDlQI80l88P0io68Qq0O8","540","LOVE &amp; JOY -Risk Junk MIX-"
"(富永TOMMY弘明)","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","12","0","12","0","odObQ86Qd1qOD9oiP6OdObdP8lqiiD8b","541","ジョジョ〜その血の運命〜"
"きゃりーぱみゅぱみゅ","4","0","2","0","4","0","-1","0","-1","0","9","0","8","0","13","0","12","0","l88PDoOI6b1o1ddI9bDDPil6QdDbPobI","542","ふりそでーしょん"
"EXILE","3","0","1","0","3","0","-1","0","-1","0","6","0","6","0","8","0","8","0","O06bdqiPIb6i1OdqoQo0qQ0DoO1Od08O","543","Choo Choo TRAIN"
"Domino","5","0","2","0","5","0","-1","0","-1","0","8","0","7","0","11","0","11","0","l9Di1l6I68ilPDlPlO6qO61l11P008OQ","544","Mickey Mouse March(Eurobeat Version)"
"Mutsuhiko Izumi","7","0","3","0","7","0","18","0","17","0","11","0","11","0","16","0","15","0","bo6PqbbPQ6D096OIP6dDPbPPiDi88609","545","Spanish Snowy Dance"
"小野秀幸","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","dPbOQdio1OI8OOI6OlOIqI1Ii18i8ID0","546","sola"
"Y&Co. feat. Karin","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","DbibObDP860iqI11POiqQDD0i8PPOibd","547","Sweet Rain"
"Sota Fujimori","7","0","3","0","7","0","17","0","17","0","11","0","11","0","15","0","15","0","18l0blb188Oqqi8I68o8oq91Qbq86QDi","548","Magnetic"
"達見 恵 featured by 佐野宏晃","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","13","0","13","0","i89IO1PPOl0boOol0bQI19Q9liQ0l6O1","549","キケンな果実"
"Nanako","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","13","0","12","0","0Qb8PDoQ06Q66obPI1P988oI61ioPb6l","550","フー・フローツ"
"ki☆ki","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","13","0","12","0","id1lodDbo0Iq9088Qd19d1OlDPP01D8o","551","からふるぱすてる"
"kors k","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","Dbdi9P91PQl660llPQO0l86oDqi1O9Ob","552","The Wind of Gold"
"TЁЯRA","7","0","3","0","7","0","17","0","17","0","11","0","11","0","14","0","14","0","IPq8dO1lD8qidDlI0ObboI9IIldQO6IQ","553","RЁVOLUTIФN"
"Ryu☆","6","0","2","0","6","0","13","0","13","0","9","0","9","0","14","0","14","0","q11d0oiQIlbP91dqqddPq9D80lbODbDi","554","Right on time (Ryu☆Remix)"
"TAG","8","0","4","0","8","0","16","0","16","0","11","0","11","0","14","0","14","0","P0iOob80dDPqI8oIqq1dOiDd9qilQqDl","555","PRANA"
"Mutsuhiko Izumi","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","16","0","16","0","P8obb0oQq1lbb6Do01PPDI1o8ooO6Pb0","556","Chinese Snowy Dance"
"夏色ビキニのPrim","6","0","2","0","6","0","9","0","9","0","12","0","11","0","16","0","16","0","q0QIob1PDI6IP86dlPb6I6il9d6bP606","557","&dagger;渚の小悪魔ラヴリィ〜レイディオ&dagger;"
"Triumvirate","8","0","4","0","8","0","18","0","18","0","12","0","12","0","17","0","16","0","lDOPd60Q9obl6D0q8qqdQi9lioblD1db","558","Triple Journey -TAG EDITION-"
"鍋島 圭一","7","0","4","0","7","0","17","0","17","0","10","0","10","0","14","0","14","0","6i99bQI11qD818DDdq6qb0Dql880lP8l","559","New Generation"
"Sota F.","9","0","4","0","9","0","18","0","18","0","12","0","12","0","16","0","16","0","8IdlOq1qI8OO1PP88I6olPiI6IqqqIIO","560","Blew My Mind"
"日向美ビタースイーツ♪","7","0","4","0","7","0","14","0","14","0","9","0","9","0","12","0","12","0","biqbD9I9q9D16i0i1Idb9d111l1QDq86","561","ちくわパフェだよ☆CKP"
"日向美ビタースイーツ♪","6","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","o91qiqqDi9b6d6l1dQ6qO6oO0QDIlPql","562","凛として咲く花の如く 〜ひなビタ&#9834; edition〜"
"VENUS","5","0","2","0","4","0","-1","0","-1","0","8","0","8","0","12","0","11","0","Qo1qdD0Q9d11d9Id6o09P9id8lPbOQ6o","563","Wow Wow VENUS"
"DJ TOTTO","7","0","2","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","8bI68oIq08d99P880bDPQ9D80O099Q10","564","Windy Fairy"
"Qrispy Joybox","5","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","13","0","1PoOQPd0D01Q9O0doiQQQ8D8Q096bDq9","565","printemps"
"歌組雪月花","3","0","2","0","5","0","13","0","13","0","7","0","8","0","12","0","11","0","dOblQOoDb96l00dqPlIb9DQl86q9PboI","566","回レ！雪月花"
"Akhuta Philharmonic Orchestra","7","0","4","0","8","0","-1","0","-1","0","12","0","12","0","14","0","15","0","OPQQo1idQoqOq88lIPOQo6DooiP8QO9d","567","Stella Sinistra"
"96 with メカショッチョー","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","15","0","14","0","0ddPq801D8PiiqO1oqoQbdOIQ9lQl11o","568","マインド・ゲーム"
"TAG×PON","6","0","3","0","6","0","-1","0","-1","0","11","0","11","0","14","0","14","0","IIDiDdQ1d6bIqbld9IdO106POdiPO6PO","569","PUNISHER"
"Hommarju","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","6Oi66iq9bqi8bDI6l6lPdqDObo1i9lDl","570","HYENA"
"dj TAKA feat.AiMEE","6","0","3","0","7","0","-1","0","-1","0","11","0","11","0","16","0","16","0","D9lq0DioIl9D6ll0d61990DP9qPPb1dP","571","True Blue"
"あべにゅうぷろじぇくと feat.佐倉沙織 produced by ave;new","6","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","qilOP8l6bDPi98lqDbO6O1obOi068QOQ","572","恋はどう？モロ◎波動OK☆方程式！！"
"ロマンチック Prim姫","5","0","2","0","6","0","14","0","14","0","8","0","8","0","11","0","11","0","Q8Q6d00DoIiPolOb9PIO0Pll96O0I1qD","573","ヤマトなでなで&#9825;かぐや姫"
"小野秀幸","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","12","0","11","0","dP88i6I9b9QPQDPPO90POOIo0Il6QloI","574","星屑のキロク"
"ZUKI","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","14","0","13","0","6i000qlo9PD9oi9I9Qb990D6D9i19699","575","Dispersion Star"
"猫叉Masterβ2","5","0","3","0","6","0","-1","0","-1","0","8","0","9","0","13","0","13","0","lQ86Pod1b9oI8OiDDoId099di9OI8d9I","576","デッドボヲルdeホームラン"
"VENUS feat. Mutsuhiko Izumi","6","0","4","0","6","0","-1","0","-1","0","10","0","9","0","15","0","15","0","D9I8d1PDOQ8QqP1o1IIi0o8d6660ddOQ","577","Squeeze"
"あさき大監督","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","14","0","14","0","1dq6Oq918dIQb1doqQdbiPPPO9lIdl0P","578","野球の遊び方　そしてその歴史　〜決定版〜"
"ダイナミック野球兄弟 v.s. クロスファイヤーPrim","6","0","3","0","7","0","-1","0","-1","0","11","0","11","0","16","0","16","0","II8Dlo69PoPOII9P88qdlQPP8I61DlDo","579","轟け！恋のビーンボール！！"
"Ryu☆ ∞ Des-ROW","8","0","3","0","8","0","-1","0","-1","0","13","0","12","0","15","0","15","0","lb19I8d0DPb88QDQlP616lDqoboli90O","580","Engraved Mark"
"REDALiCE","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","d1dPPII1o69IlI0d0DlPi1i1idbdPD6O","581","VEGA"
"Lucky Vacuum","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","14","0","14","0","ldlqDQ0bb8d9do86o898P0qo1OlD88qD","582","Daily Lunch Special"
"dj TAKA VS DJ TOTTO feat.藍","10","0","5","0","11","0","18","0","18","0","14","0","14","0","17","0","17","0","00obPO6oPIPOoD9qb0dIl6q6D8P6o9bI","583","IX"
"TAG","6","0","2","0","6","0","-1","0","-1","0","11","0","11","0","14","0","14","0","iQqbdqOlqlPP11d1qI8lO6iQb19dO991","584","Romancing Layer"
"TAG feat. ERi","5","0","1","0","4","0","-1","0","-1","0","9","0","7","0","13","0","10","0","lPDqbq6OIb810i8bqIo1i1olol1OlP9l","585","Do The Evolution"
"TAG meets “eimy”","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","13","0","qPDQbQ6lOqqbI9Plb6o9lld0ddIP8oiP","586","esrev:eR"
"TAG underground","10","0","6","0","9","0","-1","0","-1","0","14","0","14","0","17","0","17","0","l6d0ibbliQPQDdb1lP18D9qbPDi1698b","587","&AElig;THER"
"TAG","6","0","2","0","4","0","14","0","15","0","8","0","9","0","12","0","12","0","Do6oPoo1QbOPo9DIii0Q0180l8b1Doqi","588","SABER WING (satellite silhouette remix)"
"nc ft. NRG Factory","5","0","1","0","5","0","13","0","13","0","8","0","8","0","11","0","11","0","b60odbPO1IQd6d0qPIi1dQODq16i9811","589","Elysium"
"水戸ご当地アイドル(仮) 【茨城】","6","0","2","0","6","0","-1","0","-1","0","10","0","9","0","13","0","13","0","Db9DllQooo6lqQdl6Q6OD6q066i1IdOO","590","MITOれて！いばらきっしゅだ〜りん"
"Mystic Moon","8","0","4","0","8","0","15","0","15","0","11","0","11","0","14","0","14","0","Q8qb1oQobdqDqi0i19qqb11P1oDoiD8O","591","IMANOGUILTS"
"阿部靖広 feat. Strawberry Wink","5","0","3","0","6","0","13","0","13","0","8","0","8","0","11","0","10","0","lIQ1608o9O6bdoPO0ooi8io8i6q6bO1b","592","ちゅ〜いん☆バニー"
"Ryu☆ feat.Mayumi Morinaga","5","0","2","0","5","0","12","0","12","0","7","0","7","0","10","0","10","0","1i81dQboQ91QbdO9d6bQ1Pi00dPP01li","593","Din Don Dan"
"水戸ご当地アイドル(仮) 【茨城】","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","IPOq96Qo911IdQbdqIo0I816i6O86ioO","594","LoveLove DokiDoki"
